GNL_CD,GEN_SHORT,GEN_LONG
131802BIJ,chlorpheniramine maleate,chlorpheniramine maleate 4mg
268000ATB,chlorpheniramine maleate + dihydrocodeine tartrate + DL-methylephedrine hydrochloride + guaifenesin,chlorpheniramine maleate 1.5mg + dihydrocodeine tartrate 5mg + DL-methylephedrine hydrochloride 17.5mg + guaifenesin 50mg
532800ASY,chlorpheniramine maleate + dihydrocodeine tartrate + DL-methylephedrine hydrochloride + guaifenesin,chlorpheniramine maleate 0.15g(0.15mg/mL) + dihydrocodeine tartrate 0.5g(0.5mg/mL) + DL-methylephedrine hydrochloride 1.3125g(1.3125mg/mL) + guaifenesin 3.75g(3.75mg/mL)
260000ASY,chlorpheniramine maleate + phenylephrine,chlorpheniramine maleate 0.4mg + phenylephrine 1mg
530800ASY,chlorpheniramine maleate + phenylephrine hydrochloride,chlorpheniramine maleate 0.2g(0.4mg/mL) + phenylephrine hydrochloride 0.5g(1mg/mL)
530900ASY,chlorpheniramine maleate + phenylephrine hydrochloride,chlorpheniramine maleate 0.4g(0.4mg/mL) + phenylephrine hydrochloride 1g(1mg/mL)
131901ATB,chlorpromazine HCl,chlorpromazine HCl 100mg
131905ATB,chlorpromazine hydrochloride,chlorpromazine hydrochloride 0.2g
131908ATB,chlorpromazine hydrochloride,chlorpromazine hydrochloride 50mg
336100CTB,chlorquinaldol + promestriene,chlorquinaldol 200mg + promestriene 10mg
451302ATB,chlorthalidone,chlorthalidone 25mg
451301ATB,chlorthalidone,chlorthalidone 50mg
518400ATB,cholecalciferol + risedronate sodium,cholecalciferol 30KI.U + risedronate sodium 0.15g
523900ATB,cholecalciferol concentrated granule + ibandronate sodium monohydrate,cholecalciferol concentrated granule (as cholecalciferol 24KI.U) + ibandronate sodium monohydrate (as ibandronic acid 0.15g)
511200ATB,cholecalciferol concentrated powder + risedronate sodium,cholecalciferol concentrated powder (as cholecalciferol 5.6KI.U) + risedronate sodium 2.5 hydrate (as risedronate sodium 35mg)
500200ATB,cholecalciferol concentrated powder + sodium alendronate,cholecalciferol concentrated powder (as vitamin D3 5.6KI.U) + sodium alendronate (as alendronic acid 70mg)
132301AGN,cholestyramine resin,cholestyramine resin 4g
138101AGN,choline alfoscerate,choline alfoscerate 0.4g
138101ATB,choline alfoscerate,choline alfoscerate 0.4g
138102BIJ,choline alfoscerate,choline alfoscerate 1g
642301ATR,choline fenofibrate,choline fenofibrate (as fenofibric acid 0.135g)
132502ATB,chondroitin sodium sulfate,chondroitin sodium sulfate 0.4g
541100BIJ,chondroitin sodium sulfate + sodium hyaluronate,chondroitin sodium sulfate 40mg(40mg/mL) + sodium hyaluronate 16.5mg(16.5mg/mL)
493100COS,chondroitin sodium sulfate + sodium hyaluronate,chondroitin sodium sulfate 40mg + sodium hyaluronate 16.5mg
463501ATB,chondroitin sulfate-iron complex,chondroitin sulfate-iron complex (as Fe 30mg) 300mg
488300BIJ,chromic chloride + copper sulfate + manganese sulfate + zinc sulfate,chromic chloride 0.102mg(51ug/mL) + copper sulfate 7.86mg(3.93mg/mL) + manganese sulfate 3.08mg(1.54mg/mL) + zinc sulfate 44mg(22mg/mL)
428801BIJ,chromium Edetate,chromium (51Cr) Edetate 0.037GBq(1mCi)
497130CSI,ciclesonide,ciclesonide 4.8mg(80ug/ug)
497131CSI,ciclesonide,ciclesonide 9.6mg(0.16mg/ug)
510030CSI,ciclesonide,ciclesonide(micronized) 6mg(50ug/ug)
497101CSI,ciclesonide,ciclesonide 4.8mg
497102CSI,ciclesonide,ciclesonide 9.6mg
451630COM,ciclopirox,ciclopirox 0.154g(7.7g/g)
451632CLQ,ciclopirox,ciclopirox 0.48g(80mg/g)
451602COM,ciclopirox,ciclopirox 7.7mg
451603CLQ,ciclopirox,ciclopirox 480mg
132801COM,ciclopirox olamine,ciclopirox olamine 10mg
329300BIJ,cilastatin sodium + imipenem hydrate,cilastatin sodium (as cilastatin 0.25g) + imipenem hydrate (as imipenem 0.25g)
329400BIJ,cilastatin sodium + imipenem hydrate,cilastatin sodium (as cilastatin 0.5g) + imipenem hydrate (as imipenem 0.5g)
466100BIJ,cilastatin sodium + imipenem monohydrate + sodium chloride,cilastatin sodium 0.5g(ugugug) + imipenem monohydrate 0.5g(ugugug) + sodium chloride(0.9%) 0.9g(9mg/mL)(100mLug)
133001ATB,cilazapril,cilazapril 0.5mg
133002ATB,cilazapril,cilazapril 1mg
133003ATB,cilazapril,cilazapril 2.5mg
133101ATB,cilnidipine,cilnidipine 10mg
133102ATB,cilnidipine,cilnidipine 5mg
133201ATB,cilostazol,cilostazol 0.1g
133202ATB,cilostazol,cilostazol 50mg
133203ATR,cilostazol,cilostazol 0.2g
133201ATR,cilostazol,cilostazol (jet-milled powder) 100mg
506100ATB,cilostazol + ginkgo biloba leaf ext.,cilostazol 0.1g + ginkgo biloba leaf ext. 80mg
133301ATB,cimetidine,cimetidine 0.2g
133303ATB,cimetidine,cimetidine 0.4g
133305ATR,cimetidine,cimetidine 0.35g
133330BIJ,cimetidine,cimetidine 0.2g(0.1g/mL)
133301BIJ,cimetidine,cimetidine 200mg
133302ATB,cimetidine,cimetidine 300mg
133531BIJ,cimetropium bromide,cimetropium bromide 10mg(5mg/mL)
133501ATB,cimetropium bromide,cimetropium bromide 50mg
512301ATB,cinacalcet hydrochloride,cinacalcet hydrochloride (as cinacalcet 25mg)
512302ATB,cinacalcet hydrochloride,cinacalcet hydrochloride (as cinacalcet 75mg)
133801ATB,cinnoxicam,cinnoxicam 15mg
134001ATB,ciprofibrate,ciprofibrate 100mg
134133BIJ,ciprofloxacin,ciprofloxacin 0.1g(2mg/mL)
134134BIJ,ciprofloxacin,ciprofloxacin 0.2g(2mg/mL)
134135BIJ,ciprofloxacin,ciprofloxacin 0.4g(2mg/mL)
134101BIJ,ciprofloxacin HCl,ciprofloxacin HCl 100mg
134102COS,ciprofloxacin HCl,ciprofloxacin HCl 3.5mg
134104BIJ,ciprofloxacin HCl,ciprofloxacin HCl 200mg
134106BIJ,ciprofloxacin HCl,ciprofloxacin HCl 400mg
457900CSY,ciprofloxacin HCl + dexamethasone,ciprofloxacin HCl 3.5mg + dexamethasone 1mg
475900CLQ,ciprofloxacin HCl + fluocinolone acetonide,ciprofloxacin HCl(as ciprofloxacin 3mg) 3.49mg + fluocinolone acetonide 0.25mg
334100CSY,ciprofloxacin HCl + hydrocortisone,ciprofloxacin HCl 2.329mg + hydrocortisone 10mg
134103ATB,ciprofloxacin hydrochloride,ciprofloxacin hydrochloride (as ciprofloxacin 0.25g)
134105ATB,ciprofloxacin hydrochloride,ciprofloxacin hydrochloride (as ciprofloxacin 0.5g)
134105ATR,ciprofloxacin hydrochloride,ciprofloxacin hydrochloride (as ciprofloxacin 0.5g)
134108ATR,ciprofloxacin hydrochloride,ciprofloxacin hydrochloride (as ciprofloxacin 1g)
134109ATB,ciprofloxacin hydrochloride,ciprofloxacin hydrochloride (as ciprofloxacin 0.75g)
134132COS,ciprofloxacin hydrochloride,ciprofloxacin hydrochloride (as ciprofloxacin 15mg(3mg/mL))
542300CSY,ciprofloxacin hydrochloride + dexamethasone,ciprofloxacin hydrochloride 26.25mg(3.5mg/mL) + dexamethasone 7.5mg(1mg/mL)
542400CLQ,ciprofloxacin hydrochloride + fluocinolone acetonide,ciprofloxacin hydrochloride (as ciprofloxacin 30mg(3mg/mL)) + fluocinolone acetonide 2.5mg(0.25mg/mL)
542000CSY,ciprofloxacin hydrochloride + hydrocortisone,ciprofloxacin hydrochloride (as ciprofloxacin 10mg(2mg/mL)) + hydrocortisone 50mg(10mg/mL)
542100CSY,ciprofloxacin hydrochloride + hydrocortisone,ciprofloxacin hydrochloride (as ciprofloxacin 14mg(2mg/mL)) + hydrocortisone 70mg(10mg/mL)
542200CSY,ciprofloxacin hydrochloride + hydrocortisone,ciprofloxacin hydrochloride (as ciprofloxacin 20mg(2mg/mL)) + hydrocortisone 0.1g(10mg/mL)
359130BIJ,cisatracurium besylate,cisatracurium besylate (as cisatracurium 5mg(2mg/mL))
359131BIJ,cisatracurium besylate,cisatracurium besylate (as cisatracurium 20mg(2mg/mL))
359101BIJ,cisatracurium besylate,cisatracurium besylate 5mg
359102BIJ,cisatracurium besylate,cisatracurium besylate 20mg
134530BIJ,cisplatin,cisplatin 10mg(0.5mg/mL)
134534BIJ,cisplatin,cisplatin 50mg(1mg/mL)
134501BIJ,cisplatin,cisplatin 10mg
134503BIJ,cisplatin,cisplatin 50mg
428301ATB,citalopram hydrobromide,citalopram hydrobromide (as citalopram 20mg)
134631BIJ,citicoline,citicoline 0.5g(0.25g/mL)
134602BIJ,citicoline,citicoline 250mg
134603BIJ,citicoline,citicoline 500mg
461601ATB,citicoline sodium,citicoline sodium (as citicoline 0.5g)
312200ALQ,citric acid + magnesium carbonate,citric acid 19.5g + magnesium carbonate 10.75g
312200AGN,citric acid + magnesium carbonate,citric acid 19.5g + magnesium carbonate 10.75g
134830BIJ,cladribine,cladribine 10mg(1mg/mL)
134801BIJ,cladribine,cladribine 10mg
134901ATB,clarithromycin,clarithromycin 0.25g
134902BIJ,clarithromycin,clarithromycin 0.5g
134904ATB,clarithromycin,clarithromycin 0.5g
134904ATR,clarithromycin,clarithromycin 0.5g
134933ASY,clarithromycin,clarithromycin 0.75g(25mg/mL)
134934ASY,clarithromycin,clarithromycin 1.5g(25mg/mL)
134935ASY,clarithromycin,clarithromycin 2.5g(25mg/mL)
134936ASY,clarithromycin,clarithromycin 2.5g(50mg/mL)
134937ASY,clarithromycin,clarithromycin 3.5g(50mg/mL)
134939ASY,clarithromycin,clarithromycin 5g(50mg/mL)
134942ASY,clarithromycin,clarithromycin 11.25g(25mg/mL)
134903ASY,clarithromycin,clarithromycin 25mg
134905ASY,clarithromycin,clarithromycin 50mg
135030ATB,clebopride malate,clebopride malate (as clebopride 0.5mg)
135001ATB,clebopride malate,clebopride malate 680ug
294400ATB,clebopride malate + simethicone,clebopride malate (as clebopride 0.5mg) + simethicone 0.2g
135201ATB,clemastine fumarate,clemastine fumarate (as clemastine 1mg)
135331ASY,clenbuterol hydrochloride,clenbuterol hydrochloride 1mg(1ug/mL)
135332ASY,clenbuterol hydrochloride,clenbuterol hydrochloride 0.5mg(1ug/mL)
487802ATB,clevudine,clevudine 30mg
487801ATB,clevudine,clevudine 10mg
135401ATB,clindamycin hydrochloride,clindamycin hydrochloride 0.15g
135630BIJ,clindamycin phosphate,clindamycin phosphate 0.3g(0.15g/mL)
135631BIJ,clindamycin phosphate,clindamycin phosphate 0.6g(0.15g/mL)
135632COM,clindamycin phosphate,clindamycin phosphate 0.8g(20mg/g)
135603BIJ,clindamycin phosphate,clindamycin phosphate 600mg
135604COM,clindamycin phosphate,clindamycin phosphate 20mg
135702ATB,clobazam,clobazam 5mg
135830COM,clobetasol propionate,clobetasol propionate 5mg(0.5mg/g)
135831COM,clobetasol propionate,clobetasol propionate 7.5mg(0.5mg/g)
135834CLQ,clobetasol propionate,clobetasol propionate 12.5mg(0.5mg/mL)
135836CLQ,clobetasol propionate,clobetasol propionate 16.31mg(0.466mg/mL)
135837CLQ,clobetasol propionate,clobetasol propionate 23.3mg(0.466mg/mL)
135838CLQ,clobetasol propionate,clobetasol propionate 25mg(0.5mg/mL)
135839CLT,clobetasol propionate,clobetasol propionate 55mg(0.5mg/mL)
135842COM,clobetasol propionate,clobetasol propionate 0.225g(0.5mg/g)
135844COM,clobetasol propionate,clobetasol propionate 0.25g(0.5mg/g)
135845COM,clobetasol propionate,clobetasol propionate 0.2g(0.5mg/g)
135801CLQ,clobetasol propionate,clobetasol propionate 466ug
135802COM,clobetasol propionate,clobetasol propionate 500ug
545200COM,clobetasol propionate + neomycin sulfate + nystatin,clobetasol propionate 7.5mg(0.5mg/g) + neomycin sulfate 75mg(5mg/g) + nystatin 1.5MI.U(100KI.U/g)
135901COM,clobetasone butyrate,clobetasone butyrate 500ug
614330BIJ,clofarabine,clofarabine 20mg(1mg/mL)
136201ATB,clomiphene citrate,clomiphene citrate 50mg
136301ATB,clomipramine hydrochloride,clomipramine hydrochloride 10mg
136505ATR,clonidine hydrochloride,clonidine hydrochloride 0.1mg
495201ATB,clopidogrel besylate,clopidogrel besylate (as clopidogrel 75mg)
136901ATB,clopidogrel bisulfate,clopidogrel bisulfate (as clopidogrel 75mg)
498801ATB,clopidogrel napadisilate monohydrate,clopidogrel napadisilate monohydrate (as clopidogrel 75mg)
492501ATB,clopidogrel resinate,clopidogrel resinate (as clopidogrel 75mg)
137101ATB,clorazepate dipotassium,clorazepate dipotassium 10mg
137102ATB,clorazepate dipotassium,clorazepate dipotassium 5mg
474601BIJ,clostridium botulinum toxin type A,clostridium botulinum toxin type A 100U
474603BIJ,clostridium botulinum toxin type A,clostridium botulinum toxin type A 200U
474602BIJ,clostridium botulinum toxin type A haemagglutinin complex,clostridium botulinum toxin type A haemagglutinin complex 500U
137302ATB,clotiazepam,clotiazepam 5mg
137401CTB,clotrimazole,clotrimazole 0.1g
137403CTB,clotrimazole,clotrimazole 0.5g
137431COM,clotrimazole,clotrimazole 0.15g(10mg/g)
137432COM,clotrimazole,clotrimazole 0.2g(10mg/g)
137433COM,clotrimazole,clotrimazole 0.3g(10mg/g)
137434COM,clotrimazole,clotrimazole 1g(10mg/g)
137436COM,clotrimazole,clotrimazole 5g(10mg/g)
137402COM,clotrimazole,clotrimazole 10mg
137404CMS,clotrimazole +,clotrimazole(150mg(ugug) + 500mg(ugug)) 650mg
546600COM,clotrimazole + hydrocortisone,clotrimazole 0.2g(10mg/g) + hydrocortisone 0.2g(10mg/g)
546700COM,clotrimazole + hydrocortisone,clotrimazole 0.3g(10mg/g) + hydrocortisone 0.3g(10mg/g)
546900COM,clotrimazole + hydrocortisone,clotrimazole 5g(10mg/g) + hydrocortisone 5g(10mg/g)
368100COM,clotrimazole + hydrocortisone,clotrimazole 10mg + hydrocortisone 10mg
137630BIJ,cobamamide,cobamamide 1mg(0.5mg/mL)
655900ATB,cobicistat silicon dioxide + elvitegravir + emtricitabine + tenofovir alafenamide fumarate,cobicistat silicon dioxide (as cobicistat 0.15g) + elvitegravir 0.15g + emtricitabine 0.2g + tenofovir alafenamide fumarate (as tenofovir alafenamide 10mg)
623400ATB,cobicistat silicon dioxide + elvitegravir + emtricitabine + tenofovir disoproxil fumarate,cobicistat silicon dioxide (as cobicistat 0.15g) + elvitegravir 0.15g + emtricitabine 0.2g + tenofovir disoproxil fumarate (as tenofovir disoproxil 0.245g)
137703ATB,codeine phosphate,codeine phosphate 20mg
313400ATB,codeine phosphate + ibuprofen + paracetamol,codeine phosphate 10mg + ibuprofen 0.2g + paracetamol 0.25g
137801ATB,colchicine,colchicine 600ug
331200COO,colistin Na methanesulfonate + erythromycin lactobionate,colistin Na methanesulfonate 5mg + erythromycin lactobionate 5mg
331200COS,colistin Na methanesulfonate + erythromycin lactobionate,colistin Na methanesulfonate 5mg + erythromycin lactobionate 5mg
392032CLQ,concentrated glycerin,concentrated glycerin 50g(0.5g/mL)
392034CLQ,concentrated glycerin,concentrated glycerin 20g(0.5g/mL)
155401ATB,conjugated estrogens,conjugated estrogens 0.3mg
155402ATB,conjugated estrogens,conjugated estrogens 0.625mg
533400ASY,coptis rhizome butanol dried ext. + ivy leaf,coptis rhizome butanol dried ext.(4.5~7ug1) 8.75mg(0.875mg/mL) + ivy leaf 30% ethanol dried ext.(5~7.5ug1) 26.25mg(2.625mg/mL)
533500ASY,coptis rhizome butanol dried ext. + ivy leaf,coptis rhizome butanol dried ext.(4.5~7ug1) 13.125mg(0.875mg/mL) + ivy leaf 30% ethanol dried ext.(5~7.5ug1) 39.375mg(2.625mg/mL)
533600ASY,coptis rhizome butanol dried ext. + ivy leaf,coptis rhizome butanol dried ext.(4.5~7ug1) 0.4375g(0.875mg/mL) + ivy leaf 30% ethanol dried ext.(5~7.5ug1) 1.3125g(2.625mg/mL)
614901ATB,corydalis tuber·pharbitis seed,corydalis tuber·pharbitis seed(5:1) 50% ethanol ext.(9.5~11.5ug1) 30mg
617501ATB,crizotinib,crizotinib 0.2g
617502ATB,crizotinib,crizotinib 0.25g
316400BIJ,cyanocobalamin + dexpanthenol + nicotinamide + pyridoxine hydrochloride + riboflavin sodium phosphate + thiamine hydrochloride,cyanocobalamin 10ug(5ug/mL) + dexpanthenol 5.17mg(2.585mg/mL) + nicotinamide 40mg(20mg/mL) + pyridoxine hydrochloride 5mg(2.5mg/mL) + riboflavin sodium phosphate 5.47mg(2.735mg/mL) + thiamine hydrochloride 10mg(5mg/mL)
138703ATR,cyclobenzaprine HCl,cyclobenzaprine HCl 30mg
138701ATB,cyclobenzaprine hydrochloride,cyclobenzaprine hydrochloride 10mg
138702ATR,cyclobenzaprine hydrochloride,cyclobenzaprine hydrochloride 15mg
138901COS,cyclopentolate HCl,cyclopentolate HCl 10mg
138931COS,cyclopentolate hydrochloride,cyclopentolate hydrochloride 50mg(10mg/mL)
138933COS,cyclopentolate hydrochloride,cyclopentolate hydrochloride 0.15g(10mg/mL)
139001ATB,cyclophosphamide,cyclophosphamide 50mg
139005BIJ,cyclophosphamide,cyclophosphamide 0.5g
139101ATB,cycloserine,cycloserine 0.25g
475130COS,cyclosporin,cyclosporin 0.2mg(0.5mg/mL)
475131COS,cyclosporin,cyclosporin 0.3mg(1.0mg/mL)
475101COS,cyclosporin,cyclosporin 0.2mg
139201ATB,cyclosporine,cyclosporine 0.1g
139204ATB,cyclosporine,cyclosporine 25mg
139401ATB,cyproterone acetate,cyproterone acetate 50mg
398400ATB,cyproterone acetate + estradiol valerate + estradiol valerate,cyproterone acetate 1mg/ug(Bug 12ugug) + estradiol valerate 2mg/ug(Aug 16ugug) + estradiol valerate 2mg/ug(Bug 12ugug)
139601BIJ,cytarabine,cytarabine 0.1g
139602BIJ,cytarabine,cytarabine 1g
139631BIJ,cytarabine,cytarabine 0.1g(20mg/mL)
139632BIJ,cytarabine,cytarabine 0.5g(50mg/mL)
139633BIJ,cytarabine,cytarabine 1g(0.1g/mL)
139634BIJ,cytarabine,cytarabine 1g(50mg/mL)
139635BIJ,cytarabine,cytarabine 2g(50mg/mL)
139636BIJ,cytarabine,cytarabine 3g(50mg/mL)
139637BIJ,cytarabine,cytarabine 2g(0.1g/mL)
139638BIJ,cytarabine,cytarabine 0.1g(50mg/mL)
139603BIJ,cytarabine,cytarabine 40mg
139604BIJ,cytarabine,cytarabine 500mg
139605BIJ,cytarabine,cytarabine 2g
139701ATB,cytochrome C,cytochrome C 10mg
148002BIJ,d-mannitol,d-mannitol(20%) 20g(0.2g/mL)
148003BIJ,d-mannitol,d-mannitol(25%) 25g(0.25g/mL)
148004BIJ,d-mannitol,d-mannitol(15%) 37.5g(0.15g/mL)
148006BIJ,d-mannitol,d-mannitol(20%) 50g(0.2g/mL)
148008BIJ,d-mannitol,d-mannitol(25%) 62.5g(0.25g/mL)
148001BIJ,d-mannitol,d-mannitol(15%) 15g/100ml
148005BIJ,d-mannitol,d-mannitol(15%) 75g/500ml
324100BIS,d-mannitol + d-sorbitol,d-mannitol 16.2g(5.4mg/mL) + d-sorbitol 81g(27mg/mL)
209901ATB,d-penicillamine,d-penicillamine 0.15g
209902ATB,d-penicillamine,d-penicillamine 0.25g
656000ALQ,d-sorbitol + polyethylene glycol + sodium picosulfate hydrate,d-sorbitol 54.6g(0.182g/mL) + polyethylene glycol 3350 150g(0.182g/mL) + sodium picosulfate hydrate 10mg(33.33ug/mL)
335800CLQ,D-sorbitol + sodium docusate,D-sorbitol 13.4g(0.1985g/mL) + sodium docusate 10mg(0.1481mg/mL)
613701ATB,dabigatran etexilate mesylate,dabigatran etexilate mesylate (as dabigatran etexilate 0.11g)
613702ATB,dabigatran etexilate mesylate,dabigatran etexilate mesylate (as dabigatran etexilate 0.15g)
663101ATB,dabrafenib mesylate,dabrafenib mesylate (as dabrafenib 50mg)
663102ATB,dabrafenib mesylate,dabrafenib mesylate (as dabrafenib 75mg)
139901BIJ,dacarbazine,dacarbazine 0.1g
139902BIJ,dacarbazine,dacarbazine 0.2g
638101ATB,daclatasvir hydrochloride,daclatasvir hydrochloride (as daclatasvir 60mg)
140101BIJ,dactinomycin,dactinomycin 500ug
140230BIJ,dalteparin sodium,dalteparin sodium 2.5KI.U(12.5KI.U/mL)
140231BIJ,dalteparin sodium,dalteparin sodium 7.5KI.U(25KI.U/mL)
140232BIJ,dalteparin sodium,dalteparin sodium 10KI.U(10KI.U/mL)
140233BIJ,dalteparin sodium,dalteparin sodium 10KI.U(25KI.U/mL)
140234BIJ,dalteparin sodium,dalteparin sodium 10KI.U(2.5KI.U/mL)
140201BIJ,dalteparin sodium,dalteparin sodium 10000I.U
140202BIJ,dalteparin sodium,dalteparin sodium 2500I.U
140203BIJ,dalteparin sodium,dalteparin sodium 7500I.U
140301ATB,danazol,danazol 0.1g
140302ATB,danazol,danazol 0.2g
140401ATB,dantrolene sodium,dantrolene sodium 25mg
140403BIJ,dantrolene sodium,dantrolene sodium 20mg
527301ATB,dapagliflozin propanediol hydrate,dapagliflozin propanediol hydrate (as dapagliflozin 5mg)
527302ATB,dapagliflozin propanediol hydrate,dapagliflozin propanediol hydrate (as dapagliflozin 10mg)
639800ATR,dapagliflozin propanediol hydrate + metformin hydrochloride,dapagliflozin propanediol hydrate (as dapagliflozin 10mg) + metformin hydrochloride 1g
641400ATR,dapagliflozin propanediol hydrate + metformin hydrochloride,dapagliflozin propanediol hydrate (as dapagliflozin 10mg) + metformin hydrochloride 0.5g
140501ATB,dapsone,dapsone 0.1g
140502ATB,dapsone,dapsone 25mg
455735BIJ,darbepoetin alpha,darbepoetin alpha 20ug(40ug/mL)
455736BIJ,darbepoetin alpha,darbepoetin alpha 30ug(60ug/mL)
455737BIJ,darbepoetin alpha,darbepoetin ug 40ug(80ug/mL)
455738BIJ,darbepoetin alpha,darbepoetin alpha 60ug(0.12mg/mL)
455739BIJ,darbepoetin alpha,darbepoetin alpha 0.12mg(0.24mg/mL)
455702BIJ,darbepoetin alpha,darbepoetin alpha 20mcg
455703BIJ,darbepoetin alpha,darbepoetin alpha 30mcg
455704BIJ,darbepoetin alpha,darbepoetin alpha 40mcg
455707BIJ,darbepoetin alpha,darbepoetin alpha 60mcg
455708BIJ,darbepoetin alpha,darbepoetin alpha 120mcg
498702ATB,darunavir ethanolate,darunavir ethanolate (as darunavir 0.6g)
